Ticket Nr.;Rating (1= sehr gut, 2= mittel, 3=nicht brauchbar);Ticket type;Mandant;Ticket text;Status;Template
2019020763000072; ;Anmeldung / Aktivierung;hep; Nach mehrmaligem Versuchen habe ich mit meinem Aktievierungs-Code 565946f531f2 probiert meinen Schulordner auf mein Laptop zu laden. Dies ist mir leider nicht gelungen. Ich bitte Sie mir einen neuen Code zu senden oder den alten erneut zu aktivieren. Besten Dank ;closed_app_misuse;Mac: Access Denied -> Cookies Virenscanner
2019020763000036; ;Anmeldung / Aktivierung;BEOOK; Die Zurücksetzung des Passwort war erfolgreich doch es zeigt trotzdem an das es falsch ist undich kann mich nicht anmelden. ;closed successful;Anmeldung - Hinweise für Aktivierung
2019020763000027; ;Fehler in der App;VELEDES;beook öffnet sich nicht automatisch tablet wird heiss...;closed_waiting_for_reply;Mac: Access Denied -> Cookies Virenscanner
2019020763000018; ;Anmeldung / Aktivierung;RICHM; Gewisse Beooks Grundlagen können nicht aktualisiert werden. Passwort stimmt nicht. Ich habe mich mehrmals angemeldet und aktualisiert.;closed_waiting_for_reply;Mac: Access Denied -> Cookies Virenscanner
2019020663000181; ;Geräteanzahl überschritten;BEOOK; Da ich mir neulich einen neuen Laptop zulegen musste weil mein alter defekt war brauche ich einen neuen Aktivierungscode für das Programm. Danke im Voraus. ;closed successful;Anmeldung - Hinweise für Aktivierung
2019020663000056; ;Fehler in der App;BEOOK; Bei jedem ersten Start von Beook Heute 14:30 wird es vom Notebook auf inaktiv gesetzt und startet nicht einmal auf. Danach muss ich im Taskmanager das Programm beenden. Erst beim zweiten Mal startet Beook auf. Zudem wird es nach den ersten Paar Minuten wieder angehalten Heute 14:43. Sobald ich es dann im Ressourcenmonitor wieder fortsetze läuft es mehrheitlich stabil. Freundliche Grüsse ;closed_waiting_for_reply;Anmeldung - Hinweise für Aktivierung
2019020663000029; ;Fehler in der App;SVBA; Wenn in der App z.B. nur Pflichtaufgaben anekgreuzt werden sind beim Weschsel der Aufgaben oder Neutstart dann wieder die Kür-Aufgaben auch angewählt. Gibt es das eine Möglichkeit dasss diese Einstellunge nicht immer wieder verloren gehen? Zudem klappt beim Wechsel solcher Filter immer das ganze Menü auf und muss danach geschlossen werden. Das ist sehr mühsam. Vielen Dankf für Ihr Feedback. ;closed successful;Coupon einlösen Produkte nicht vorhanden
2019020563000129; ;Fehler in der App;SVBA; Mein Arbeitsbuch PRÜFEN UND WARTEN VON FAHRZEUGEN funktioniert nicht! Ich komme nicht zu den Aufgaben.  ;closed successful;Coupon einlösen Produkte nicht vorhanden
2019020563000111; ;Anmeldung / Aktivierung;RICHM; es kann nur ein Auszug geladen werden Die Fehlermeldung war mit dieser Mailadresse kein Konto.... mit diesem Gerät ....;closed_waiting_for_reply;Mac: Access Denied -> Cookies Virenscanner
2019020563000094; ;Anmeldung / Aktivierung;BEOOK;Ich habe eine Lizens unter dem Namen Doinic Dobler und dem Aktivierungscode qcmh-38qp-6tp7 Ich habe mich bereits auf einem gerät angemulden da es aber kabbut ist kann ich nicht ehr darauf zu greifen und würde gerne das das alte zurückgesetzt wirt das ich mich auf dem neuen Gerät anmelden kann. ;closed_waiting_for_reply;Anmeldung - Hinweise für Aktivierung
2019020563000085; ;Geräteanzahl überschritten;AGVS; Habe die Anzahl der zugelassenen Geräte überschritten Bitte löschen Sie das Sony Xperia Smartphon und das Samsung A7 Smartphone das nicht mehr verwendet wird. Achtung es ist ein neues A7 von Samsung in gebrauch. Danach sollten nur noch dieser PC und das neue A7 von Samsung zugriff haben. Danke ;closed_waiting_for_reply;Linux
2019020563000049; ;Anmeldung / Aktivierung;RICHM; Céline hat das Kundenkonto erstellt. Das Ebookwurde freigeschaltet konnte aber nicht instaliert werden. Fehlermeldung: mit diesem Benutzernahme kann kein .... Danke Viele Grüsse ;closed_waiting_for_reply;Mac: Access Denied -> Cookies Virenscanner
2019020563000021; ;Fehler in der App;VELEDES; Meine Repetitionsfragen kann ich nicht öffnen. Freundliche Grüsse ;closed_waiting_for_reply;Mac: Access Denied -> Cookies Virenscanner
2019020463000103; ;Anmeldung / Aktivierung;hep; Ich habe gerade das Lehrmittel Mathematik 1 heruntergeladen. Jedoch anstelle von “öffnen” zeigt es mir im Hauptmenü bei der Auswahl des Buches nur “Neu Installieren” oder “Löschen” an und es steht dass das Dokument nicht vollständig heruntergeladen wurde. Dies zeigt sich auch im Inhaltsverzeichnis da ich einen Grossteil der Kapitel nicht anschauen kann. Dieses Problem besteht auch noch nach mehrmaligem Versuch das Dokument neu zu installieren. Ich hoffe dass Sie mir bei diesem Problem helfen können. Freundliche Grüsse ;closed_waiting_for_reply;Mac: Enable Cookies
2019020463000078; ;Geräteanzahl überschritten;Swissmem; Seit heute steht bei meinem Normen-Auszug 2018 das die Gerätezahl überschritten ist obwohl ich mich nicht an einem zweiten Ort angemolden habe. Ich habe in 15 Minuten eine Prüfung und hoffe jetz natürlich auf eine schnelle fehlerbehebung.  ;closed_max_devices;Mac: Access Denied -> Cookies Virenscanner
2019020463000069; ;Geräteanzahl überschritten;Swissmem; Seit heute steht bei meinem Normen-Auszug 2018 das die Gerätezahl überschritten ist obwohl ich mich nicht an einem zweiten Ort angemolden habe.  ;closed_max_devices;Mac: Access Denied -> Cookies Virenscanner
2019020463000041; ;Fehler in der App;SVBA; Ich kann meine Bilder in der app manchmall nicht öffnen und so nicht hinein zeichnen oder etwas ausfüllen. ;closed_waiting_for_reply;Coupon einlösen Produkte nicht vorhanden
2019020363000034; ;Geräteanzahl überschritten;RICHM; Bitte auch dieses Gerät entfernen. Danke! Viele Grüsse ;closed_waiting_for_reply;Mac: Access Denied -> Cookies Virenscanner
2019020363000025; ;Geräteanzahl überschritten;RICHM; Dieses Gerät bitte entfernen. Danke! Viele Grüsse ;closed_waiting_for_reply;Mac: Access Denied -> Cookies Virenscanner
2019020263000036; ;Geräteanzahl überschritten;DIHK; Hallo habe mir ein neues Handy gekauft und bitte Sie die Lizenzen aus dem Iphone 6 zu entfernen. Damit ich die Textbänder auf das neue Handy Iphone XR herunterladen kann. ;closed_waiting_for_reply;Mac: Access Denied -> Cookies Virenscanner
2019020263000018; ;Anmeldung / Aktivierung;SMS-SG; Jetzt habe ich mich mit meinem neuen Gerät hier angemeldet allerdings fehlen alle handgeschrieben Notizen und Bilder usw. . Ich habe die Synchronisation über die Icloud aktiviert... Bitte um schnelle Abhilfe... ;closed_waiting_for_reply;Coupon einlösen Produkte nicht vorhanden
2019020163000074; ;Fehler in der App;BEOOK_GTX;Wenn ich in den Orden 1PF. gehe und dort zu den Aufgaben habe ich keine Bilder dirn. Ich würde nun gerne wissen wie ich an diese Bilder komme. ;closed_waiting_for_reply;Anmeldung - Hinweise für Aktivierung
2019020163000038; ;Fehler in der App;VELEDES;Aktivierungscode wurde eingelöst sbk wird nicht angezeigt.;closed_waiting_for_reply;Coupon einlösen Produkte nicht vorhanden
2019020163000029; ;Anmeldng / Aktivierng;DIHK; Aktivierngscode? ;closed_waiting_for_reply;Linx
2019013163000153; ;Fehler in der App;VELEDES;  Ich hatte am 30119 ÜK bei Veledes und wir haben das Buch Spezielle Brachenkunde Nahrungs- und Genussmittel erhalten. Dort ist der Aktivierungscode des buches ich habe diesen eingegeben und die Meldung erhalten dass das Buch erfolgreich freigeschaltet wurde doch es steht das Allgemeine Brachenkunde Nahrungs- und Genussmittel frei ist das ist aber das Falsche. Wie kann ich das Buch Spezielle Brachenkunde Instalieren? Ich habe den Aktivierungscode mehrmals eingegeben doch es kommt immer das gleiche. Danke für ihr Unterstützung ;closed_waiting_for_reply;Mac: Access Denied -> Cookies Virenscanner
2019013163000135; ;Fehler in der App;DIGINALE; das Tutorial öffnet auf dem IPhone problemlos in der Windows-Oberfläche funktioniert die Authentifizierung nicht des Serverkennwort wird weiterhin abgefragt. Liebe Grüße ;closed successful;Linux
2019013163000082; ;Fehler in der App;Swissmem; Ich habe ein grosses Problem und zwar funktioniert die ganze App nicht. Das Starten Schliessen Buchwechsel und Aufgaben lösen ist zu viel verlangt. Somit ist die Software nicht mehr brauchbar. Wenn ich aber nicht mit dem Internet verbunden bin funktioniert die App einwandfrei. Jedoch wird so das neu Geschriebene nie mit der Cloud synchronisiert was auch keine Lösung ist. Ich vermute dass das Problem mit der Synchronisation der Cloud zu tun hat. Deshalb brauche ich nun dringend Hilfe und eine brauchbare Lösung welche mir das bisherige Geschriebene und Angestrichene nicht wieder löscht. Über Ihre ANTWORT welche hoffentlich auch eine Lösung beinhaltet freue ich mich sehr. ;closed_waiting_for_reply;Mac: Access Denied -> Cookies Virenscanner
2019013163000055; ;Anmeldung / Aktivierung;DIGINALE;  Wie kann ich mich zu einem Seminar Anmelden? Leider wurde mein Vouchercode nicht akzeptier. Ich haben das Voucher-Buch mit der Ken-nung 2196xx und das System Benutzeroberfläche Digitale teilt mir mit dass ich eigentlich einen 2169xx habe. Jetzt haben ich mich mit diesen Zahlendreher für eingeloggt Seminar mit dem Resultat „Gutscheincode ist ungültig“. Ich kann somit das Seminar „Digitale Transformation durch Agilität aktiv gestalten“ nicht mach. Ich Bitte um Richtigstellung. Wie kann ich mich anmelden? Sind meine Codes falsch oder ist mein Voucher-Buch gesperrt. Bisher konnte ich einen Podcast mit dem korrekten Code nutzen. Beste Grüße Kai Asmuß ;closed successful;Linux
2019013163000037; ;Geräteanzahl überschritten;BEOOK; Ein neuer PC wurde installiert. Bitte stellen Sie meine Geräte so schnell als möglich zurück damit die Software auf dem neuen Rechner benutzt werden kann! Freundliche Grüsse Swiss Steel AG Patrick Habermacher ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2019013063000217; ;Anmeldung / Aktivierung;SMS-SG; Ich habe ein neues Ipad und möchte mich jetzt mit meinem neuen Ipad und meinem jetzigen beook-Stand aufwählen... wie gelingt mir das ohne dabei meine Annotationen zu verlieren bzw diese mit zunehmen/zu vor abzusichern ??? ;closed successful;Coupon einlösen Produkte nicht vorhanden
2019013063000093; ;Anmeldung / Aktivierung;BEOOK;" Beim Start von Beook passiert öfter mehr als 5min überhaupt nichts. Das Fenster \""Die App wird gestartet\"" erscheint jedoch wird das Programm vom Notebook inaktiv gesetzt. Des weiteren wird Beook während der Nutzung alle paar Minuten wieder angehalten und muss im Ressourcenmonitor neu gestartet werden. Vielen Dank für Ihre Hilfe und freundliche Grüsse ";closed_waiting_for_reply;Abmelden neu anmelden
2019013063000021; ;Anmeldung / Aktivierung;VSRT-BBZ; Hat leider nichts gebracht. beook weigert sich standhaft die Ausgabe 2016 zu laden geschweige denn anzuzeigen. Folgendes habe ich bereits gemacht: Catalog data synch aus dem Arbeitsverzeichnis gelöscht beook neu gestartet Lizencodes für die Ausgaben 2016 erneut eingegeben Konto und Lizenz erneuert Benutzer abgemeldet und wieder angemeldet Wäre toll wenn du oder ihr den Fehler lokaliseren und beheben könntet. Liebe Grüsse ;closed_waiting_for_reply;Floating Lizenz Geräte entfernt Konfiguration
2019012963000087; ;Anmeldung / Aktivierung;VSRT-BBZ;Warum sind die Ausgaben 2016 nachdem die Lizenzcodes für die Ausgabe 2018 eingegeben wurden nicht mehr sichtbar und können trotz Eingabe der entsprechenden Lizencodes Aktivierung nicht neu geladen werden? Herzlichen Dank für die Antwort. Liebe Grüsse ;closed_waiting_for_reply;Floating Lizenz Geräte entfernt Konfiguration
2019012963000051; ;Anmeldung / Aktivierung;VELEDES; Ich habe versucht das neue SBK Buch herunter zu laden. Leider zeigt es mir dieses nicht an. Woran liegt das. ;closed_waiting_for_reply;Coupon einlösen Produkte nicht vorhanden
2019012863000141; ;Anmeldung / Aktivierung;hep; Ich musste an meinem derzeitigen Laptop aus technischen Gründen einen kompleten Reset durchführen. Dadurch wurde auch die E-Lehrmittelapp und die dazugehörigen Daten gelöscht. Als ich nun meine Lehrmittel erneut registrieren wollte trat ein Fehler auf dass der Coupon nicht gültig ist. Ich benötige nun also Ihre Hilfe. Ich freue mich auf Ihre Rückmeldung Freundliche Grüsse ;closed_waiting_for_reply;Mac: Access Denied -> Cookies Virenscanner
2019012863000123; ;Fehler in der App;SVBA; Wenn ich eine Seite im pdf Format ins ebook füge und diese mit den Lernenden teilen möchte erhalten sie diese Seite auch als pdf und können sie speichern wo sie wollen. Ich möchte eigene Seiten teilen ohne dass die Lernenden diese Seite runterladen können. Das heisst die Seite sollte nur im ebook erscheinen. Ist das möglich? Herzlichen Dank für eine Antwort. Freundlicher Gruss ;closed successful;Coupon einlösen Produkte nicht vorhanden
2019012863000114; ;Anmeldung / Aktivierung;RICHM; kann in Goldau leider das DIP nicht aktivieren ....Geräteanzahl überschritten ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2019012863000098; ;Geräteanzahl überschritten;BEOOK; Gerne möchte ich alle vorhergehenden Geräte löschen so das ich auf meinem neuen Gerät das ebooks wieder installieren kann. Und auch benützen kann. Ich benötige dies für meine Tätigkeit als Chefexpertin und für die Weiterbildung der Berufsbildner/innen und Expertinnen. Für ihre Hilfe bedanke ich mich recht herzlich. Freundliche Grüsse Manuela Meier Chefexpertin Kt ZH und SH ;closed successful;Anmeldung - Hinweise für Aktivierung
2019012863000071; ;Anmeldung / Aktivierung;BEOOK; Wie telefonisch besprochen kann ich mich bei beook nicht anmelden. Beim „Richemont kann ich mich jedoch mit dem gleichen Benutzername und Passwort anmelden. Die Unterlagen kann ich weder aktualisieren noch installieren. Ich glaube es liegt daran dass ich mich beim „beook Konto“ nich anmelden kann. Ich hoffe Sie könne mir eine schnelle Lösung bieten da ich nächste Woche dieses App mit den Unterlagen brauche. Freundliche Grüsse ;closed successful;Mac: Enable Cookies
2019012863000061; ;Anmeldung / Aktivierung;BEOOK;Bücher können nicht mehr geladen werden Aktualisierungscodewird nicht akzeptiert. Liebe Grüsse ;closed successful;Anmeldung - Hinweise für Aktivierung
2019012863000052; ;Anmeldung / Aktivierung;hep;Ich hatte vorher meine ELehrmittel allesamt auf dem Remotedesktop was Probleme gab mit der Geräteanzahl überschreitung. Also wollte ich soeben die Bücher direkt auf mein Gerät laden was aber nicht funktioniert hat. Können Sie mir sagen wieso ich die Bücher nicht öffnen kann? Ich habe versucht die Bücher auf dem Remotedesktop zu löschen was leider irgendwie nicht möglich war und habe dann die App auf dem Remotedesktop trotzdem gelöscht. Könnt Ihr mir da weiterhelfen? ;closed successful;Mac: Access Denied -> Cookies Virenscanner
2019012863000043; ;Anmeldung / Aktivierung;DIGINALE;" wenn ich die App auf meinem PC öffne und auf den großen grauen \""Einloggen\""-Button klicke reagiert leider nichts. Ich habe dies seit vergangener Woche mehrfach an verschiedenen Tagen versucht. Freundliche Grüße ";closed_waiting_for_reply;Linux
2019012663000038; ;Geräteanzahl überschritten;DIHK; Es kann gar nicht sein dass die Anzahl der Geräte überschritten wurde da ich nur auf meinem Ipad und einem Windows Rechner die App laufen habe. Da ich aber auf 3 Endgeräten die App starten darf verstehe ich nicht warum ich dann auf meinem Imac nicht starten kann. Freundliche Grüße ;closed_max_devices;Mac: Access Denied -> Cookies Virenscanner
2019012663000029; ;Geräteanzahl überschritten;BEOOK; entschuldigung ich habe ein problem .ich habe beeok instaliert in einen Laptop und in mein Handy und jetz habe ich einen neuen Laptop gekauft und will ich beeok instalieren aber es ist nicht mehr moglich ich habe den program beeok desinstaliert von den alten Laptop und ich kan trozdem nicht instalieren konnen sie bitte mir helfen Dieses Problem zu lösen Vielen Dank ;closed_max_devices;Mac: Access Denied -> Cookies Virenscanner
2019012563000085; ;Anmeldung / Aktivierung;DIHK; Ich habe diese Programm auf meinem IPadjedoch habe ich mich nur über diese mal angemeldet mit der E-Mail adresse. Aber ich nutze diese App nicht über da I-Pad wollte die Unterlagen lieber auf meinem Laptop haben . Habe jedoch leider nur eine E-Mail adresse. ;closed_waiting_for_reply;Mac: Access Denied -> Cookies Virenscanner
2019012563000067; ;Fehler in der App;VELEDES;Bei so ziemlich jedem der neuen Tablets wird Rot bei der Verbindung zum Serverangezeigt!!!!!!!;closed_waiting_for_reply;Mac: Access Denied -> Cookies Virenscanner
2019012563000058; ;Fehler in der App;VELEDES;Bei so ziemlich jedem der neuen Tablets wird Rot bei der Verbindung zum Serverangezeigt!!!!!!!;closed_waiting_for_reply;Mac: Access Denied -> Cookies Virenscanner
