name;text
RICHM: Anmeldeprobleme - Reihenfolge;"Um die Anmeldung bei Richmont und beook sicherzustellen, muss in der richtigen Reihenfolge angemeldet werden.<br /><br />Es gibt dazu eine Anleitung: https://www.richemont.online/richemont/nuetzliche-links/anleitung-e-bookse-paper/<br /><br />Hier nochmals das wichtigste, falls Sie bereits ein Konto besitzen:<br /><br />Gehen Sie wie folgt vor um eine erfolgreiche Anmeldung sicherzustellen:<br /><br /><strong>1. Abmeldung der beook und Richmont Konten:</strong><div style=""margin-left: 40px;"">Navigieren Sie dazu ins Portal mittels dem Haus-Symbol in der Seitenleiste oben links. Danach klicken Sie oben rechts auf Ihren Benutzernamen und wählen anschliessend «Abmelden». Bei der darauffolgenden Frage wählen Sie «Gerät abmelden». Sie sind anschliessend sowohl bei Richmont wie auch bei beook abgemeldet.<br />&nbsp;</div><div><strong>2. &nbsp;Anmeldung des beook Kontos:</strong></div><div style=""margin-left: 40px;"">Navigieren Sie dazu ins Portal mittels dem Haus-Symbol in der Seitenleiste oben links. Danach klicken Sie oben rechts auf Anmelden und wählen Anmelden bei ""beook, ioneoft GmbH"".&nbsp;<br /><br />Nun können Sie sich wieder neu anmelden. Sollten Sie Ihr Passwort vergessen haben, dann klicken Sie auf «Passwort vergessen». Sie erhalten eine Email mit dessen Link Sie sich ein neues Passwort setzen können. Geben Sie dieses neue Passwort anschliessend in der App ein. Sollten Sie noch kein beook Konto haben, dann können Sie hier eines erstellen.<br />&nbsp;</div><div><strong>3. &nbsp;Anmeldung des Richmont Kontos:</strong></div><div style=""margin-left: 40px;"">Navigieren Sie dazu ins Portal mittels dem Haus-Symbol in der Seitenleiste oben links. Danach klicken Sie oben rechts auf Anmelden und wählen Anmelden bei ""Richmont"".<br /><br />Nun können Sie sich wieder neu anmelden. Benutzen Sie dazu die Anmeldedaten des Richmont Onlineshops (<a href=""https://www.richemont.online"">https://www.richemont.online</a>). Sollten Sie Ihr Passwort vergessen haben, dann können Sie dieses unter:&nbsp;<a href=""https://www.richemont.online/customer/account/forgotpassword/"">https://www.richemont.online/customer/account/forgotpassword/&nbsp;</a>&nbsp;zurücksetzen.</div><div><br />Bei weitern Fragen oder Problemen, zögen Sie nicht uns erneut zu kontaktieren. Senden Sie dazu bitte eine erneute Support-Anfrage aus der App, damit wir allfällige Probleme in der übermittelten Fehlerdatei ersehen können.<br />&nbsp;</div>"
RICHM: Anmeldeprobleme - Reihenfolge (FR);"Pour vous inscrire auprès de Richmont et beook, vous devez vous inscrire dans l'ordre correct.<br /><br />Il existe un manuel à cet effet (en allement): https://www.richemont.online/richemont/fr/des-liens-utiles/instructions-e-bookse-bulletins/<br /><br />Ici encore le plus important si vous avez déjà un compte. Procédez comme suit pour assurer une connexion réussie :<br /><br />1. Se deloger des comptes Beook et Richmont :<br />Pour ce faire, naviguez jusqu'au portail à l'aide du symbole de la maison dans le coin supérieur gauche de l'encadré. Cliquez ensuite sur votre nom d'utilisateur dans le coin supérieur droit et sélectionnez ""Déconnexion"". A la question suivante, sélectionnez ""Déconnexion de l'appareil"". Vous êtes alors déconnecté de Richmont et de Beook.<br /><br />2. l'enregistrement du compte beook :<br />Pour ce faire, naviguez jusqu'au portail à l'aide du symbole de la maison dans le coin supérieur gauche de l'encadré. Cliquez ensuite sur Login dans le coin supérieur droit et sélectionnez Login to ""beook, ioneoft GmbH"".<br /><br />Vous pouvez maintenant vous réinscrire. Si vous avez oublié votre mot de passe, cliquez sur ""Mot de passe oublié"". Vous recevrez un email avec un lien pour définir un nouveau mot de passe. Puis entrez ce nouveau mot de passe dans l'application. Si vous n'avez pas encore de compte beook, vous pouvez en créer un ici.<br /><br />3. l'enregistrement du compte Richmont :<br />Pour ce faire, naviguez jusqu'au portail à l'aide du symbole de la maison dans le coin supérieur gauche de l'encadré. Cliquez ensuite sur Login en haut à droite et sélectionnez Login to Richmont.<br /><br />Vous pouvez maintenant vous réinscrire. Veuillez utiliser les données d'inscription de la boutique en ligne de Richmont (https://www.richemont.online). Si vous avez oublié votre mot de passe, vous pouvez le réinitialiser à l'adresse suivante : https://www.richemont.online/customer/account/forgotpassword/<br /><br />Si vous avez d'autres questions ou problèmes, n'hésitez pas à nous contacter à nouveau. Veuillez envoyer une nouvelle demande d'assistance à partir de l'application afin que nous puissions voir tout problème dans le fichier d'erreur.<br /><br />Meilleurs salutations"
RICHM: Anmeldung Performa;"Besten Dank für Ihre Support-Anfrage.<br /><br />Sie haben Ihre ebooks im Richemont Web-Shop erworben. So sind die notwendigen Lizenzen direkt mit diesem Richemont-Login verknüpft. Sie benötigen keinen Aktivierungscode für die Anmeldung.<br /><br />Melden Sie sich dazu mit dem Richemont-Login in beook an, indem Sie bei der Anmeldemaske das Richemont-Icon selektieren und danach Ihre Zugangsdaten eingeben. Somit sind alle Lizenzen in beook verfügbar.<br /><br />Sie finden hier eine genau Anleitung dazu:<div style=""font-family: Verdana; color: rgb(31, 73, 139); font-size: 12px; font-style: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-size-adjust: auto; -webkit-text-stroke-width: 0px;"">&nbsp;</div><div style=""font-family: Verdana; color: rgb(31, 73, 139); font-size: 12px; font-style: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; orphans: auto; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-size-adjust: auto; -webkit-text-stroke-width: 0px;"">https://www.richemont.online/richemont/nuetzliche-links/anleitung-e-bookse-paper/</div><br />Sollten Sie weiterhin Probleme mit der Anmeldung oder Freischaltung Ihrer ebooks haben, so senden Sie bitte nochmals eine neue Support-Anfrage, damit wir wieder einen neuen Fehlerbericht erhalten."
RICHM: Berechtigung nur für ein Gerät;Diese Lizenz berechtigt nur die Verwendung eines einzelnen Gerätes. Sie können bei Richemont eine zusätzliche Lizenz erwerben.<br /><br />Falls Sie lieber ein anderes Gerät nutzen möchten können wir Ihnen das jetzt registrierte Gerät austragen.
RICHM: Berechtigung nur für ein Gerät (FR);Cette licence n'autorise que l'utilisation d'un seul appareil. Vous pouvez acheter une licence supplémentaire auprès de Richemont.<br /><br />Si vous préférez utiliser un autre appareil, nous pouvons le retirer de votre compte.<br /><br />Meilleures salutations
Schriftgrösse einstellen;"SIe können die Schriftgrösse bei Fliesstext ebooks bzw. die Anzeigebreite bei Fixed Layout ebooks über das Symbol «abc» in der Toolbar oben rechts auf Ihre Bedürfnisse anpassen.<br /><br />Es gibt dort auch einen runden Pfeil, der die optimale Grösse ermittelt.<br /><br />Die App speichert sodann Ihre Einstellung und stellt jede Seite, auch nach dem erneuten Öffnen der ebooks, auf die von Ihnen vorgenommene Einstellung ein.<br /><br />&nbsp;"
Server Störung - melden uns sobald wieder gut;Besten Dank für Ihre Mitteilung. Wir haben zur Zeit eine Störung auf dem Server. Wir untersuchen das Problem gerade und melden uns umgehend bei Ihnen sobald es behoben ist.<br /><br />Wir entschuldigen uns für die Unannehmlichkeiten.
Server Störung - später versuchen;"Besten Dank für Ihre Mitteilung. Wir haben zur Zeit eine Störung auf dem Server. Unser Provider untersucht das Problem. Das Problem sollte bald behoben sein. Bitte versuchen Sie es in einer halben oder ganzen Stunde nochmals.<br /><br />&nbsp;"
Server Störung - später versuchen (FR);<p>Bonjour<br /><br />Merci pour votre message. Probablement une perturbation du serveur a causé ce problème. Nous sommes à la recherche des sources avec notre provider.</p>Je vous prie de réessayer de vous connecter maintenant, et si le problème reste persistent, réessayez encore une fois dans une demi heure.<br />Sinon, laissez nous un message en envoyant une nouvelle demande de support.<br /><br />Merci pour votre patience, et bonne journée
Sharing: Support-Anfrage von beiden Geräten senden;"Danke für Ihre Support-Anfrage.<br /><br />Die Log-Datei von Ihrem Gerät sieht soweit gut aus. Wir müssten jedoch auch jene eines Gruppen-Mitglieds analysieren können. Bitte senden Sie uns von beiden benutzen Geräten (vom Gruppenadministrator und von einem Gruppen-Mitglied) eine Support-Anfrage.<br /><br />Versuchen Sie zuvor die folgenden Schritte, um das Problem zu lösen:<ol>	<li>Auf allen Seiten im Teilen-Bereich finden Sie jeweils oben rechts einen Auffrisch-Pfeil. Dieser versucht allfällige Kommunkationsprobleme und Inkonsistenzen zu beheben. Klicken Sie auf diesen Pfeil in bei ""Gruppe adiministrieren"", ""Mitgliedschaften"" und ""Sendungen"".</li>	<li>Veranlassen Sie auch bei Ihren Gruppenmitgliedern auf diesen Pfeil zu klicken.</li>	<li>Falls sich das Problem damit nicht behebt, dann erstellen Sie nochmals eine neue Gruppe und laden die Mitglieder erneut ein. Möglicherweise gab es ein Kommunkationsproblem beim ersten mal.</li>	<li>Wie Sie dazu genau vorgehen und weitere Informationen dazu, finden Sie in unserem Wiki: https://beook.ch/cms/tiki-index.php?page=F%C3%BCr+Lehrpersonen</li></ol>"
Sketchpad: Gespeicherter Inhalt wird in Editor nicht angezeigt;Es handelt sich hierbei leider um einen Bug, der auftaucht, wenn man in Sketchpad-Editor Texte mit Zeilenschaltungen setzt.<br /><br />In der App-Version 4.5, welche demnächst erscheinen wird, wird dieses Problem behoben sein. Dann lassen sich auch Zeichnungen, die derzeit nicht geöffnet werden können, wieder korrekt öffnen (sofern auch nicht überschrieben mit einer neuen Zeichnung).<br /><br />Ich hoffe, Ihnen damit weiterzuhelfen. Für weitere Fragen sind wir gerne für Sie da.
SVBA: Messwerkzeug DE;"beook ist ein ebook-Reader für verschiedene Berufe und Inhalte. In beook selbst gibt es kein Messwerkzeug. Jedoch werden die folgenden externen Messwerkzeuge bei den ebooks von SVBA verwendet und wurden von den Autoren evaluiert:<br /><br />Windows: MB-Ruler<br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; http://www.markus-bader.de/MB-Ruler/index.d.php<br />Mac: Pixelstick<br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; https://itunes.apple.com/us/app/pixelstick/id415158530?mt=12<br /><br />Für die exakte Bedienung der Werkzeuge kann Ihnen das Autorenteam von SVBA bzw. Ihre Lehrperson mit Rücksprache bei SVBA weiterhelfen."
SVBA: Messwerkzeug FR;"Bonjour<br /><br />beook est un lecteur d'ebook pour différents métiers et contenus. Il n'y a pas d'outil de mesure dans le beook lui-même. Cependant, les outils de mesure externes suivants sont utilisés dans les livres électroniques de la SVBA :<br /><br />Windows: MB-Ruler<br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; http://www.markus-bader.de/MB-Ruler/index.d.php<br />Mac: Pixelstick<br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; https://itunes.apple.com/us/app/pixelstick/id415158530?mt=12<br /><br />Pour le fonctionnement exact des outils, l'équipe d'auteurs de SVBA ou votre professeur peut vous aider en consultation avec SVBA.<br /><br />Meilleur salutations<br />&nbsp;"
SVBA: Nicht gespeicherte Inhalte 2019;"Besten Dank für die Supportanfrage.<br />Die nicht gespeicherten Daten sind natürlich ärgerlich und wir verstehen ihren Unmut.<br /><br />Möglicherweise liegt die Ursache des Problems bei einer Aktualisierung der SVBA Bücher. Sie können folgendes versuchen, vielleicht löst dies Ihr Problem:<br /><br />Löschen Sie das betroffene Buch, wo die Daten nicht gespeichert werden und installieren Sie dieses via Portal neu. Anschliessend Navigieren Sie zu einer Seite, wo zuvor Inhalte verloren gegangen sind und erstellen testweise neue. Anschliessend können Sie die App neu starten und kurz überprüfen ob Ihre Inhalte gespeichert wurden.<br /><br />Über eine Rückmeldung ob das Problem so behoben wurde wären wir sehr dankbar.<br /><br />Sollte das Problem so nicht behoben werden, würden wir Sie gerne bitten, uns bei der Lösung des Problems zu unterstützen.&nbsp;<p>Damit wir das Problem genauer untersuchen können, benötigen wir die Daten einer betroffenen Person. Wäre es Ihnen möglich, uns diese zur Verfügung zu stellen? Wir garantieren einen vertrauensvollen Umgang damit.</p><p>Sie können aus beook&nbsp;einen Backup Ihrer Daten als Zip verpacken und uns anschliessend via Daten-Transfer zukommen lassen, z.B. via&nbsp;<a href=""https://www.wetransfer.com/"" target=""_blank"" title=""https://www.wetransfer.com"">https://www.wetransfer.com</a>&nbsp;oder einem&nbsp;Ihnen vertrauten Cloud-Service.</p><ol>	<li>Erstellen Sie einen neuen Ordner auf dem Desktop oder an einem anderen Ort für den Sie Schreibrechte besitzen.</li>	<li>Gehen Sie zu den Einstellungen in der App und wählen Sie dort «Backup | Arbeitsplatz» aus.</li>	<li>Dann wählen Sie unter «Exportieren nach» mittels dem Knopf «Browse ...» den bei Punkt 1 erstellten Ordner aus.</li>	<li>Klicken Sie nun auf «Exportieren / Backup». Allfällige Warnungen können mit «Ja» bestätigt werden.</li>	<li>Der Ordner sollte nun drei Elemente enthalten: einen Ordner «data», einen Ordner «synch» und eine Datei «User_Default.properties».&nbsp;Zippen Sie den&nbsp;Ordner über Rechtsklick «Komprimieren» respektive «Zu Archiv hinzufügen».</li>	<li>Übermitteln Sie uns die Zip-Datei mit dem oben erwähnten Cloud-Service, da die Datei&nbsp;für einen E-Mail-Versand zu gross ist.</li>	<li>Geben Sie uns&nbsp;kurz mit einer Antwort auf diese&nbsp;E-Mail über den Versand&nbsp;Bescheid.</li></ol><br />Besten Dank und freundliche Grüsse"
SVBA: verlorene Daten mehr Informationen;"Besten Dank für die Supportanfrage.<br /><br />Die nichtgespeicherten Daten sind natürlich ärgerlich und wir verstehen ihren Unmut.<br /><br />Um das Problem ausfindig zu machen bitten wir um mehr Informationen und um Ihre Mithilfe:<ul>	<li>Geht es um Bilder, Schreibfelder oder Notizen/Lesezeichen welche Sie verloren haben?</li>	<li>Können Sie uns einen Screenshot senden mit den genauen Aufgaben welche Sie verloren haben?</li>	<li>Benutzen Sie mehr als nur ein Gerät?</li>	<li>Haben Sie vor dem Beenden der App das Kapitel gewechselt?</li>	<li>Haben Sie nur Daten aus diesem Kapitel verloren oder aus mehreren Kapiteln?</li></ul>Besten Dank für die Antworten, Sie ermöglichen uns das Finden und Beheben des Problems.<br />&nbsp;"
SVBA_RCP: Inkscape Doku;"beook ermöglicht die Bearbeitung von Bildern mit verschiedenen Zeichnungseditoren. Darunter auch Inkscape, ein sehr mächtiges Vektorgrafik-Programm, welches gratis genutzt werden kann.<br /><br />Die Integration von Inkscape und beook erfolgt über eine externe Zwischendatei. Dazu sind einige Punkte zu beachten.<br /><br />Sie finden eine grundlegende Dokumentation im beook Wiki, unter<br /><a href=""https://beook.ch/cms/tiki-index.php?page=Zeichnungseditor"">Zeichnungseditor</a><br />Beachten Sie insbesondere den Hinweis über die Installation der richtigen Inkscape Version.<br /><br />Weiter gibt es ein paar Punkte zu beachten, welche hier dokumentiert sind:<br /><br /><a href=""https://beook.ch/cms/tiki-index.php?page=Einf%C3%BCgen+von+Text+in+externem+SVG-Programm"">Einfügen von Text&nbsp;in externem SVG-Programm</a><br /><br /><a href=""https://beook.ch/cms/tiki-index.php?page=Windows:+Standardprogramm+setzen+f%C3%BCr+SVG"">Windows: Standardprogramm setzen für SVG</a><br /><br />SVBA hat weitere Tipps, darunter einige zur Nutzung von Inkscape in ihren Lehrmitteln, auf einer weiteren Seite dokumentiert:<br /><a href=""https://beook.ch/cms/tiki-index.php?page=Documentation+SVB"">Documentation SVBA</a><br />Hier gibt es auch ein paar Filme welche die Arbeit mit Inkscape auzeigen.<br /><br />Wir hoffen Ihnen mit dieser Information die nötigen Hinweise zur erfolgreichen Arbeit mit Inkscape zu geben.<br />&nbsp;"
SVG und Sketchpad Editor;"Die App öffnet eine Aufgabe jeweils im voreingestellten Editor. Wenn Sie jedoch eine Aufgabe im SVG Editor einmal bearbeitet haben, so ist es Kompatibilitätsgründen nicht mehr möglich diese Aufgabe im Sketchpad Editor zu bearbeiten. Dann öffnet sie sich nur noch im SVG Editor.<br /><br />Sie können jedoch die Aufgabe mit dem Symbol am rechten Rand der Vorschau zurücksetzen und danach wieder im Sketchpad Editor bearbeiten.<br /><br />&nbsp;"
Swissmem: 4.5.1 Bug Neuinstallation;"Ihre Installation ist leider unvollständig. Wir bitten Sie daher, die Swissmem App neu zu installieren.<br />Die Versions-Nummer bleibt 4.5.1. Laden Sie die aktuelle Datei von <a href=""https://www.swissmem-berufsbildung.ch/de/produkte-dienstleistungen/ebook-portal/download.html"" target=""_blank"">https://www.swissmem-berufsbildung.ch/de/produkte-dienstleistungen/ebook-portal/download.html</a> herunter.<br /><br />Sie können die neue Version in den selben Ordner wie zuvor installieren, standardmässig liegt die App unter C:/Apps/Swissmem. Ihre Daten bleiben erhalten, da sie sich nicht im Programmordner befinden.<br /><br />Danach sollten Sie sich mit dem bisher bekannten Passwort wieder anmelden können. Gegebenenfalls können Sie auch ein Passwort-Zurücksetzen auslösen.<br />Sollte dies nicht zum Ziel führen so senden Sie bitte nochmals eine Support-Anfrage damit wir die neue Log-Datei untersuchen können."
Swissmem: App neu installieren (FR);"Merci beaucoup pour votre demande. Nous avons trouvé en analysant le fichier journal que l'application ne fonctionne plus correctement. La connexion cryptée sur le serveur de licences est perturbé par un troisième programme. Ce pourrait être le cas en raison d'un scanneur de virus ou un pare-feu.<br /><br />S'il vous plaît, procéder comme suit:<br />1. Désinstallez l'application, en supprimant le dossier du programme ""Swissmem"".<br />2. Installez la nouvelle application à partir du site: http://ebook.swissmem.ch/tikiwiki/tiki-index.php?page=Installation<br />3. Lancez l'application.&nbsp; Faites attention d'acceptée des avertissement de scurité.<br />4. Maintenant, les images de livres disponibles doivent être affichés dans le portail de l'application.<br />5. Vous pouvez maintenant vous connecter à nouveau et réinstallez-les eBOOKs, sauf si elles ont déjà installé.<div id=""gt-src-tools""><div id=""gt-src-tools-l"">&nbsp;</div></div><div id=""gt-input-tool""><div dir=""ltr"" style=""zoom:1"">Si l'erreur persiste, s'il vous plaît envoyer à nouveau une demande de support dans l'App.</div></div>"
Swissmem: Log-File manuell schicken (RCP Windows);"<p>Weil Sie keine Support-Anfrage abschicken können, bitten wir Sie das Protokoll-File der App manuell an uns zu senden. Dafür gehen Sie wie folgt vor:<br /><br />Drücken Sie die auf der Tastatur die Windows-Taste (Windows-logo)&nbsp;zusammen mit ""R"".<br /><br />Das Fenster ""Ausführen"" öffnet sich. Geben Sie folgenden Befehl ein:<br />%appdata%/Swissmem/.logs</p><p>Bestätigen mit ""ok"". Im geöffneten Verzeichnis alle&nbsp;Files kopieren und an uns senden.</p>"
Swissmem: RCP updaten;"<p>Vielen Dank für Ihre Support-Anfrage.</p><p>Ihre Swissmem-App ist nicht auf dem neusten Stand. Zahlreiche Verbesserungen sind in der neuen Version umgesetzt. Zum Aktualisieren gehen Sie bitte wie folgt vor:</p><p>1. Löschen Sie Swissmem-App aus ihrem Programme Ordner.</p><p>2. Laden Sie <a href=""https://www.swissmem-berufsbildung.ch/de/produkte-dienstleistungen/ebook-portal/download.html"">hier</a> die aktuelle Swissmem Version von der Webseite herunter.</p><p>3. Starten Sie das Installations-Programm und folgen Sie der Anleitung.</p><p>4. Starten Sie Swissmem aus dem Programme Ordner und melden Sie sich mit ihrem Benutzernamen und Passwort an.</p><p><br />Ihr Markierungen, eigenen Seiten und Lesezeichen bleiben dabei erhalten.</p><p>Falls das Problem nach dem Update weiterhin besteht sende Sie uns bitte erneut eine Support-Anfrage aus der App, damit wir die Protokolldatei untersuchen können.</p>"
Teamviewer;"Um Ihr Problem genau zu analysieren benötigen wir detaillierte Informationen. Dazu besteht die Möglichkeit genau nachzuvollziehen was bei Ihnen geschieht wenn sie die TeamViewer Software auf ihrem Computer installieren. Hierfür finden sie eine Anleitung auf unserem Wiki:<br /><a href=""http://beook.ch/cms/tiki-index.php?page=Teamviewer"" target=""_blank"" title=""http://beook.ch/cms/tiki-index.php?page=Teamviewer"">http://beook.ch/cms/tiki-index.php?page=Teamviewer</a><br /><br />Bitte teilen Sie uns mit zu welcher Uhrzeit während unserer Büro-Zeiten wir in Verbindung treten können und übermitteln uns bitte die ID und das Kennwort welche die TeamViewer Software nach dem Installieren darstellt."
Text fehlt in ?Bildannotation;"In einigen externen SVG-Programmen ergeben sich Probleme mit der Darstellung von Text, so dass gesetzter Text z.T. ganz fehlt (speziell mit Inkscape).&nbsp;<br /><br />A: Inkscape erzeugt auf zwei Arten Text-Elemente:<ol>	<li>Wenn Sie mit dem Textwerkzeug – mit gedrückter Maustaste – ein Rechteck aufziehen, entsteht ein Textrahmen. Darin wird Text automatisch umbrochen.&nbsp;Diese Texte können in der App nicht dargestellt werden.</li>	<li>Text: als Einzeiler-Texte (text) wenn Sie mit dem Textwerkzeug auf irgend eine Stelle klicken und danach schreiben.<strong> Verwenden Sie diese Art Texteingabe für beook.&nbsp;</strong></li></ol><strong>Wie ändere ich bestehende «FlowRoot» Elemente in Inkscape?&nbsp;</strong><br />Den gewünschten Text selektieren (nicht die Textbox) und dann im Menü «Text &gt; In normalen Text umwandeln» &nbsp;engl.: Convert to Text anwählen. Anschliessend die Datei neu abspeichern.<br /><br /><a href=""http://beook.ch/cms/tiki-editpage.php?page=Einfügen+von+Text+in+externem+SVG-Programm&amp;page_ref_id=153"">Mehr Informationen zu diesem Fall.</a><br /><br />B: Beim Sketchpad Editor ist es wichtig dass Sie das Textfeld zuerst verlassen, indem Sie ein oder zweimal ausserhalb des Feldes klicken bis die vier Quadrate in den Ecken des Textfeldes verschwunden ist. Erst dann wird der Text in die Grafik übernommen.<br /><br />Wir hoffen Ihnen mit diesen Angaben zu dienen. Sollte wieder ein Text nicht übernommen werden, dann senden Sie uns bitte nochmals eine neue Support-Anfrage mit einer exakten Angabe was verloren ging. Wir wären auch froh um ein paar Screenshots und die ungefähre Zeitangabe. So können wir vielleicht in der Log-Datei etwas feststellen.<br /><br />Besten Dank."
Texte markieren, Markierungen löschen;"Zurzeit gibt es ein Problem mit den Textmarkierungen, die mit einem späteren Update der App behoben wird. Das Markieren und Löschen von Text funktioniert aber nach wie vor per Rechtsklick. Gehen Sie wie folgt vor:<ol>	<li>Wählen Sie den gewünschten Text aus, den Sie markieren wollen</li>	<li>Machen Sie einen Rechtsklick auf die Auswahl</li>	<li>Wählen Sie ""Markieren""</li></ol>Möchten Sie eine Markierung löschen, gehen Sie genau gleich vor, wählen aber ""Markierung löschen"". Wenn Sie Probleme haben, bestehende Markierungen zu löschen, versuchen Sie diese über die Annotations-Spalte zu löschen. Gehen Sie wie folgt vor:<ol>	<li>Wechseln Sie oben links auf die Annotations-Spalte</li>	<li>Achten Sie darauf, dass Sie im Suchfilter rechts unter ""Wahl der Annotationen"" die Markierungen ausgewählt haben</li>	<li>Wählen Sie die zu löschenden Markierungen in der linken Spalte</li>	<li>Klicken Sie auf den den Abfalleimer um die Markierung zu löschen</li></ol>"
User_Default.properties löschen;"Wir haben Ihren Fehlerbericht erhalten und die Log-Datei analysiert. Die benutzerspezifischen Einstellungen bereiten Probleme, die mit dem Löschen dieser Datei behoben werden (sie wird bei einem Neustart neu erstellt).<br /><br />Bitte löschen Sie diese Datei wie folgt:<ol>	<li>Öffnen Sie die Einstellungen der App. Dort sehen Sie in der Lasche «Backup | Arbeitsverzeichnis» im Abschnit «Arbeitsverzeichnis» den Ordner des Arbeitsverzeichnis, z.B. C:\Benutzer\meinname\Appdata\Roaming\beook. In diesem Verzeichnis befindet sich die Datei mit den benutzerspezifischen Standard-Einstellungen, die Sie nun löschen.</li>	<li>Klicken Sie auf den «Extern öffnen» Knopf rechts daneben</li>	<li>Nun sehen Sie den Ordner beook und darin die Datei <strong>User_Default.properties</strong></li>	<li>Schliessen Sie die App</li>	<li>Löschen Sie dann die Datei <strong>User_Default.properties</strong></li>	<li>Starten Sie nun die App wieder.</li>	<li>Die Datei wird neu angelegt und das Problem sollte behoben sein.</li>	<li>Melden Sie sich gegebenenfalls mit Benutzername und Passwort wieder an.</li></ol>Für weitere Fragen können Sie auf dieses E-Mail antworten. Wenn wir nichts mehr hören, gehen wir davon aus, dass sich das Problem gelöst hat.<br /><br />&nbsp;"
Videos werden nicht angezeigt, (Bug mit Version 5.4.7 behoben);"Aktuell gibt es einen Bug in der App der das abspielen von Videos verhindert, wenn Sie einen gewissen Video-Codec nicht auf Ihrem Gerät installiert haben. Das Problem wird mit dem nächsten Update von beook 5.4.7 behoben.<br /><br />Bis dahin haben Sie die Möglichkeit, Videos sowie Links (für YouTube-Videos) extern zu öffnen. Setzten Sie dafür in den Einstellungen unter ""Anzeige und Navigation"" die Haken bei ""Video mit externem Programm öffnen"" und ""Links in externem Browser öffnen"". (siehe Screenshot)<br /><br /><img alt="""" src=""/otrs/index.pl?Action=PictureUpload;FormID=1538557933.10116869.4707222;ContentID=inline639196.576940291.1538557933.10116869.4707222@support.ioneaccess.ch"" width=""500"" /><br /><br />Für die Unannehmlichkeiten bitten wir um Entschuldigung.&nbsp;"
Wiederherstellung Daten;"Sie können versuchen die Daten innerhalb der App wiederherzustellen.<br /><br />Dazu klicken Sie in der Seitenleiste ganz unten links auf das Cloud Symbol. Dort finden Sie oben rechts ein Icon mit Wiederherstellen.<br /><br />Hier gibt es eine Beschreibung dazu.<br /><br /><a href=""https://beook.ch/cms/tiki-index.php?page=Recovery+Manager+%E2%80%93+R%C3%A9cuperation&amp;highlight=Wiederherstellen"">https://beook.ch/cms/tiki-index.php?page=Recovery+Manager+%E2%80%93+R%C3%A9cuperation&amp;highlight=Wiederherstellen</a><br /><br />Wählen Sie in der Liste das letzte Datum aus bevor Sie die Daten verloren haben. Dann klicken Sie auf Wiederherstellen.<br /><br />Wenn damit die Daten nicht wieder erscheinen müssen Sie Ihren lokalen Backup Ihres PCs verwenden um die Daten wieder zu erlangen. Diese befinden sich im Ordner Ihres Windows Accounts, unter AppData\Roaming\beook\synch<br /><br />Sollten Sie keinen Backup gemacht haben gibt es leider keine andere Möglichkeit die Daten wieder zu erlangen.<br /><br /><br />&nbsp;"
Wiederherstellung Daten (FR);"Vous pouvez essayer de récupérer les données dans l'application.<br /><br />Cliquez sur l'icône Nuage en bas à gauche de la barre latérale. Vous y trouverez une icône avec Restaurer dans le coin supérieur droit.<br /><br />En voici une description.<br /><br /><a href=""https://beook.ch/cms/tiki-index.php?page=Recovery%2BManager%2B%25E2%2580%2593%2BR%25C3%25A9cuperation"">https://beook.ch/cms/tiki-index.php?page=Recovery%2BManager%2B%25E2%2580%2593%2BR%25C3%25A9cuperation</a><br /><br />Dans la liste, sélectionnez la dernière date avant la perte des données. Cliquez ensuite sur Restaurer.<br /><br />Si les données ne réapparaissent pas, vous devez utiliser votre sauvegarde locale de votre PC pour restaurer les données. Ceux-ci sont situés dans le dossier de votre compte Windows, sous AppData\Roaming\beook\synch<br /><br />Si vous n'avez pas fait de sauvegarde, il n'y a malheureusement pas d'autre moyen de récupérer les données.<br /><br />Traduit avec www.DeepL.com/Translator"
