ticket,type,client,issuer,inquiry,state,meta,answer
2015120163000010,Anmeldung / Aktivierung,BEOOK,3,falls sie ein problem mit der anmeldung oder dem aktivierungs-code haben beschreiben sie bitte die fehlermeldung und geben sie ihren aktivierungs-code an. sehr geehrte beook gmbh ich habe meine laptop gewechselt da mein alter kaput ging. ich bitte sie mir einen neuen aktivierungs- code zu schiecken. den alten code habe ich nicht mehr. mein name ist petra indermaur,closed successful,App: beook 3.4.0 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2015-12-01 14:43:00 MEZ | Last install: | Application starts: 2 | Unique Device : 757fc6ed65816d5be8a4f5ce394b2411 | ,Anmeldung mit falscher E-Mail
2015120363000070,Fehler in der App,BEOOK,3,ich kann die bilder in den aufgaben nicht sehen. habe es schon probiert mit neu herunterladen hat aber nichts geholfen. habe gehofft ihr update hilft. aber dem ist leider nicht so. ich bitte sie mir schnellst möglich zu antworten ich benötige diese unterlagen dringend. freundliche grüsse,closed successful,App: beook 3.4.0 | Model: 4 cores | Platform: x86 | System Name: Windows 8 | System Version: 6.2 | First install: 2015-09-24 05:24:54 MESZ | Last install: 2015-12-03 14:05:02 MEZ | Application starts: 18 | Unique Device : 55b2a3de916585efce514100938c98e3 | ,Benutzername angepasst
2015120563000010,Geräteanzahl überschritten,RICHM,3,lenovo pc seit dem neuen update von windows 10 funktioniert mein beook nicht mehr habe es jetzt frisch heruntergeladen und jetzt zeigt es an ich habe die maximale anzahl von geräten überschritten. ich bedanke mich jetzt schon für ihre baldige antwort.,closed successful,App: beook 3.4.0 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2015-12-05 08:12:44 MEZ | Last install: | Application starts: 5 | Unique Device : 6d42aea9779a4207012d7267cb4b233b | ,Anmeldung mit falscher E-Mail
2015120863000080,Anmeldung / Aktivierung,RICHM,3,falls sie ein problem mit der anmeldung oder dem aktivierungs-code haben beschreiben sie bitte die fehlermeldung und geben sie ihren aktivierungs-code an. karin gisler kann immer noch nicht ihr grundlagenbuch herunterladen. ich selber weiss nicht warum. mit freundlichen grüssen,closed successful,App: beook 3.4.0 | Model: 4 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.11.1 | First install: 2014-10-22 07:49:44 MESZ | Last install: 2015-11-30 17:01:39 MEZ | Application starts: 137 | Unique Device : 60bd372c38690a28fb42b40a94115c72 | ,beook RCP: Workspace löschen
2016010863000010,Fehler in der App,hep,3,test-ticket und log für beim upgrade verlorene antwort gescah 1a13,closed successful,App: eLehrmittel 3.4.2 | Model: 4 cores | Platform: armv7l | System Name: Linux | System Version: 3.4.39-2010469 | First install: 2016-01-08 09:28:18 MEZ | Last install: 2016-01-08 10:23:53 MEZ | Application starts: 2 | Unique Device : b882dd0369de009ca170dee497d96256 | ,"Neustart, weitere Infos"
2016011763000020,Anmeldung / Aktivierung,RICHM,3,falls sie ein problem mit der anmeldung oder dem aktivierungs-code haben beschreiben sie bitte die fehlermeldung und geben sie ihren aktivierungs-code an. mir hat es die beook app gelöscht. darum habe ich es wieder neu heruntergeladen als ich mich dann aber wieder neu anmelden wollte stand dass schon 2 registrierungen vorhanden sind somit konnte ich mich nicht mehr neu anmelden. könnte ich einen neuen aktivierungscode haben? mein aktivierungscode ist: b8z5-herv-yys0,closed successful,App: beook 3.4.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-01-12 13:32:16 MEZ | Last install: 2016-01-12 14:05:49 MEZ | Application starts: 9 | Unique Device : 5ef3eda1366fffa5217c23fd3b3daab4 | ,Anmeldung mit falscher E-Mail
2016012063000040,Anmeldung / Aktivierung,VELEDES,3,falls sie ein problem mit der anmeldung oder dem aktivierungs-code haben beschreiben sie bitte die fehlermeldung und geben sie ihren aktivierungs-code an. auf der startseite sehe ich die lehrmittel der allgemeinen-/speziellen branchenkunde. leider kann ich diese beide ebooks nicht installieren. ich kann nur den auszug öffnen. anmelden ist auch nicht möglich auch nicht auf einem weiteren gerät. anmeldung / aktivierung [ticket#2016012063000018] von der letzten support-anfrage. aktivierungscode: ym86-uyhw-qwrd benutzername:xxx@xxx.xx vielen dank und freundliche grüsse daniel steiner,closed successful,App: beook 3.4.2 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-01-17 17:40:57 MEZ | Last install: | Application starts: 19 | Unique Device : 3db97c66c44e4fedb30ce3ad4e6f6a9c | ,"Anderer Anbieter, falsches Login"
2016020263000010,Anmeldung / Aktivierung,Swissmem,3,"ich habe mein passwort vergessen und kan es auch nicht durch die funktion \""passwort vergessen\"" herbeirufen. ",closed successful,App: Swissmem eBOOK 3.4.1 | Model: 8 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-02-02 11:56:49 MEZ | Last install: | Application starts: 2 | Unique Device : 7acd578b0d3fea34f80a5e060b96e499 | ,Benutzername angepasst
2016031563000070,Fehler in der App,RICHM,3,leider besteht das problem mit der markierfunktion auch nach dem neuen download noch. ich markiere mir etwas und muss danach warten bis ich wieder etwas anwählen oder auch scrollen kann. der mauszeiger ändert kurzzeitig zum symbol für \,. Teilweise erscheint eine milchige Ebene vor dem geöffneten App oder es wird \,angezeigt. Freundliche Grüsse ,beook RCP: Workspace löschen
2016031763000010,Fehler in der App,Swissmem,3,sobald man etwas skizzieren möchte und speichern will stürzt das app ab.,closed successful,User account exists: Yes | | App: Swissmem v3.5.0 | Jailbroken: No | Model: iPad | Platform: iPad53 | System Name: iPhone OS | System Version: 8.4 | First install: 2015-08-10 12:44:20 MESZ | Application starts: 60 | Unique Device : 80f14b051f444ff9278701bd651af72d | ,beook RCP: Workspace löschen
2016031763000030,Fehler in der App,Swissmem,3,immer wenn man etwas zeichnet und dann das zeichnungsfenster schliesst stürzt das ganze app ab. seit dem update ist das so.,closed successful,User account exists: Yes | | App: Swissmem v3.5.0 | Jailbroken: No | Model: iPad | Platform: iPad53 | System Name: iPhone OS | System Version: 9.2.1 | First install: 2015-07-02 19:54:05 MESZ | Application starts: 49 | Unique Device : bcf8ffebea5a644323e35b7390bc063c | ,beook RCP: Workspace löschen
2016031763000040,Fehler in der App,Swissmem,3,die app stürzt jedes mal ab wenn man in die zeichnungsvorlagen schliessen möchte. ausserdem bleibt dann nichts gespeichert.,closed successful,User account exists: Yes | | App: Swissmem v3.5.0 | Jailbroken: No | Model: iPad | Platform: iPad41 | System Name: iPhone OS | System Version: 9.2.1 | First install: 2015-08-10 12:44:49 MESZ | Application starts: 26 | Unique Device : b9d6a808711c5920ae921498f8bdba6d | ,beook RCP: Workspace löschen
2016031763000050,Fehler in der App,Swissmem,3,die app stürzt ab wen man eine zeichnung bearbeitet und danach auf schliessen drücken möchte. danach ist nichts gespeichert auf der zeichnung.,closed successful,User account exists: Yes | | App: Swissmem v3.5.0 | Jailbroken: No | Model: iPad | Platform: iPad54 | System Name: iPhone OS | System Version: 9.2.1 | First install: 2015-08-10 09:44:44 GMT-7 | Application starts: 250 | Unique Device : 08410059caea616ca3bd644d5155a3e0 | ,beook RCP: Workspace löschen
2016032063000020,Anmeldung / Aktivierung,BEOOK,3,mier hat es die beook app gelöscht ich habe es jetzt neu heruntergeladen aber ich komme mit meinem aktivierungscode nicht mehr rein darum frage ich ob ich einen neuen aktivierungscode haben kann?,closed successful,App: beook 3.4.2 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-03-20 19:43:39 MEZ | Last install: | Application starts: 1 | Unique Device : 5ef3eda1366fffa5217c23fd3b3daab4 | ,Anmeldung mit falscher E-Mail
2016032263000010,Anmeldung / Aktivierung,hep,3,zurzeit besuche ich die bfs winterthur und habe einen code für eine digitale version des lehrbuches: detailhandel gesellschaft bekommen. leider ist mir dieser für die aktivierung abhanden gekommen. wäre es möglich mir diesen noch einmal per email zu senden damit ich mein lehrmittel verwenden kann? ich hoffe auf schnelle hilfe. freundliche grüsse,closed successful,App: eLehrmittel 3.4.1 | Model: 4 cores | Platform: x86 | System Name: Windows 8.1 | System Version: 6.3 | First install: 2015-11-24 10:17:37 MEZ | Last install: 2016-03-07 13:05:00 MEZ | Application starts: 3 | Unique Device : 045d70fa09903613be6acda264e1ef05 | ,Benutzername angepasst
2016032363000020,Fehler in der App,VELEDES,3,wie besprochen habe den start des apps gefilmt. hier noch der dazugehörige fehlerbericht. als ich die supportanfrage senden wollte ist das app zusätzlich abgestürzt - hat nix mit dem starten zu tun. den film sende ich in einer zweiten mail. liebe grüsse,closed unsuccessful,App: beook 3.5.4 | Model: 4 cores | Platform: armv7l | System Name: Linux | System Version: 3.10.49-5829642 | First install: 2016-03-04 14:33:35 MEZ | Last install: 2016-03-18 12:20:17 MEZ | Application starts: 27 | Unique Device : 2812508d84f5dd6c16a2142926ee4376 | ,Benutzername angepasst
2016032463000020,Anmeldung / Aktivierung,RICHM,3,könnte ich den ipad mit diesem login trennen und dann auf mein computer installieren?,closed successful,User account exists: Yes | | App: beook v3.4.7 | Jailbroken: No | Model: iPad | Platform: iPad27 | System Name: iPhone OS | System Version: 9.2.1 | First install: 2015-11-19 09:50:51 MEZ | Application starts: 2 | Unique Device : 9a194137a727e1c2ca611b69754504d2 | ,Anmeldung mit falscher E-Mail
2016040463000020,Fehler in der App,VELEDES,3,wie versprochen sende ich dir eine anfrage von einem tablet welche in den tests keine bilder hatten liebe grüsse und danke für das andere mail,closed successful,App: beook 3.5.5 | Model: 4 cores | Platform: armv7l | System Name: Linux | System Version: 3.10.49-5829642 | First install: 2016-02-29 09:26:49 MEZ | Last install: 2016-03-24 10:52:36 MEZ | Application starts: 23 | Unique Device : 20c6c126e2007e2f32bc789339e5a378 | ,"App unvollständig initialisiert, db und Catalog löschen"
2016040563000040,Fehler in der App,VELEDES,3,"\""in der app ist ein unerwarteter fehler aufgetreten. bitte starten sie die applikation neu und versuchen die aktion nochmals. sollte das problem bestehen so melden sie es bitte mittels «hilfe» - «support-anfrage». danke\"" text erscheinung es kommt immer wieder vor so dass ich lust verloren habe weiter zu lernen.",closed successful,App: beook 3.3.1 | Model: 4 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.11 | First install: 2015-09-27 21:51:51 MESZ | Last install: 2016-03-07 23:04:04 MEZ | Application starts: 17 | Unique Device : 33dff61ec2180ab1580bfb64783f5c40 | ,"Altes Ticket, Problem gelöst?"
2016042763000060,Geräteanzahl überschritten,hep,3,ich wäre ihnen sher verbunden wenn sie meine geräte aus der datenbank nehmen könnten dass ich mich neu anmelden kann. danke,closed successful,App: eLehrmittel 3.4.1 | Model: 8 cores | Platform: x86_64 | System Name: Mac OS X | System Version: 10.11.4 | First install: 2015-09-02 11:18:47 MESZ | Last install: 2016-02-25 09:16:35 MEZ | Application starts: 23 | Unique Device : afb4457262d4ca4a6573a368bff4f7c7 | ,Anmeldung mit falscher E-Mail
2016042763000070,Fehler in der App,VELEDES,3,heute war ein spezieller tag. wir mussten in allen klassenzimmern offline tests machen obwohl die anzeige bei online grün war. trotz der grünen meldung erschien die meldung dass wir offline seien. ich habe das tablet neu gestartet als der test vorbei war die lehrer sind schnell wenn es ums herunterfahren geht ich hoffe die supportanfrage sagt dennoch etwas aus.,closed successful,App: beook 3.5.5 | Model: 4 cores | Platform: armv7l | System Name: Linux | System Version: 3.10.49-5829642 | First install: 2016-03-04 13:52:30 MEZ | Last install: 2016-03-24 10:21:37 MEZ | Application starts: 34 | Unique Device : b03ca0e346e745b989618c623699791a | ,"App unvollständig initialisiert, db und Catalog löschen"
2016042963000010,Fehler in der App,hep,3,lieber daniel mir ist soeben dir app während dem scrollen durch chemie abgestürtzt.,closed successful,User account exists: Yes | | App: eLehrmittel ABU v3.3.0 | Jailbroken: No | Model: iPad | Platform: iPad34 | System Name: iPhone OS | System Version: 9.3.1 | First install: 2015-09-22 10:31:02 MESZ | Application starts: 2 | Unique Device : 23c7c57fb937cc17be5f423966cd178c | ,Danke für positive Rückmeldung und dass es geklappt hat
2016050163000020,Geräteanzahl überschritten,hep,3,ich wollte fragen was man machen muss wenn man das buch/dokument auf einem neuen pc aufmachen will aber dann die meldung kommt: maximale anzahl gleichzeitig registrierter geräte erreicht. wie kann man die registrierten geräte abmelden?,closed successful,App: eLehrmittel 3.4.1 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-05-01 11:16:31 MESZ | Last install: | Application starts: 2 | Unique Device : 2b34db33b65d23e10fcf2df6873f8a5b | ,Anmeldung mit falscher E-Mail
2016050963000040,Fehler in der App,hep,3,mir ist gerade beim starten der app alles gelöscht worden und es kam ein hinweis das ich alle elehrmittel neu installieren muss. vielleicht siehst du den auslöser im log. liebe grüsse,closed successful,User account exists: Yes | | App: eLehrmittel ABU v3.4.8 | Jailbroken: No | Model: iPad | Platform: iPad34 | System Name: iPhone OS | System Version: 9.3.1 | First install: 2015-07-02 11:10:06 CEST | Application starts: 34 | Unique Device : 94ff508d24d2ddaeac0425c3c7ed4fda | ,beook Cloud synchronisieren
2016052563000040,Fehler in der App,DIHK,3,die app wurde unerwartet beendet. dann erscheint der startbildschirm mit der bitte eine fehlerbeschreibung abzugeben.,closed successful,App: IHK Lernen mobil 2.4.1 | Model: 4 cores | Platform: armv7l | System Name: Linux | System Version: 3.10.49-5975984 | First install: 2016-03-15 19:19:22 MEZ | Last install: 2016-03-15 19:19:22 MEZ | Application starts: 12 | Unique Device : bf3ec12121d70fb568172efaa5be28b8 | ,Benutzername angepasst
2016052863000040,Anmeldung / Aktivierung,RICHM,3,falls sie ein problem mit der anmeldung oder dem aktivierungs-code haben beschreiben sie bitte die fehlermeldung und geben sie ihren aktivierungs-code an. ich kann die unterlagen von richemont nicht herunterladen. aktivierungscode: y5ym-nr27-dgdd,closed successful,App: beook 3.6.0 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-05-28 20:05:00 MESZ | Last install: | Application starts: 1 | Unique Device : 50f115bb38e496825f87daa7ed4b1a35 | ,Anmeldung mit falscher E-Mail
2016060263000030,Anmeldung / Aktivierung,hep,3,falls sie ein problem mit der anmeldung oder dem aktivierungs-code haben beschreiben sie bitte die fehlermeldung und geben sie ihren aktivierungs-code an. ich habe vor ca. 3 jahren von meinem lehrer im fach allgemeinbildung vier lizenzschlüssel ausgehändigt bekommen. diese habe ich damals mit meinem alten laptop eingelöst und folgende elehrmittel bekommen: - gesellschaft - ausgabe a - lexikon allgemeinbildung - sprache und kommunikation - gesetzestexte heute kann ich der alte laptop leider nicht mehr starten und wollte die app auf einem anderen computer installieren. das funktionierte auch tadellos jedoch am nächsten tag nachdem ich mich in der app angemeldet hatte kam eine fehlermeldung. in dieser stand sinngemäss dass die erworbenen elehrmittel nicht auf den aktuellen computer lizensiert sind. ich wäre sehr froh um eine schnelle antwort da ich mich derzeit mit dem vorbereiten für die lap beschäftige. schule: bbz fach: allgemeinbildung lehrer: alois hundertpfund klasse: gma 3c 12-16 damals: gm3c freundliche grüsse philipp christen,closed successful,App: eLehrmittel 3.6.0 | Model: 4 cores | Platform: x86 | System Name: Windows 10 | System Version: 10.0 | First install: 2016-01-21 22:18:05 MEZ | Last install: 2016-06-01 18:22:32 MESZ | Application starts: 3 | Unique Device : e0437deee56230f6efe3717dd0ba8f0e | ,Benutzername angepasst
